business_id,stars,review_count,parking_availability_score,enhanced_parking_score,has_parking,price_range,total_reviews,avg_review_stars,review_engagement,rating_consistency,is_restaurant,parking_mentions,parking_positive_sentiment,parking_negative_sentiment,free_parking_mentions,valet_mentions,has_good_parking,is_highly_rated
isuOwjnrPrr1bRELgQM0aA,4.0,280,3,3.5,1,2.0,288,4.086805555555555,1.5555555555555556,1.6666666666666667,1,23,0,0,0,0,1,1
HP03UxUpfwic04tBuqsqPw,2.5,119,2,3.0,1,2.0,122,2.581967213114754,0.9836065573770492,1.6666666666666667,1,10,1,0,0,0,1,0
h3MIdoJFAbmkQaUdqoCTtg,3.0,15,2,2.0,1,1.0,15,2.8,2.933333333333333,1.6666666666666667,1,3,0,0,0,0,0,0
HQmvpld1zlz-Q1ym8pRWAw,5.0,72,1,1.5,1,2.0,80,4.8,4.625,1.6666666666666667,1,9,0,0,0,0,0,1
VBWUdluhRQf5kqawykM6Nw,3.0,191,1,1.5,1,2.0,192,3.1979166666666665,0.9739583333333334,1.6666666666666667,1,8,0,0,0,0,0,0
RVLF2RaStLkJiQCqBHknDw,5.0,91,1,1.5,1,1.0,94,4.861702127659575,3.861702127659575,1.6666666666666667,1,13,0,0,0,0,0,1
kpRRCAN8PQTeWHGBoxpl_A,4.0,224,4,5.0,1,2.0,235,3.7787234042553193,1.5276595744680852,1.6666666666666667,1,36,0,0,1,0,1,0
T1ro-qvkpo_LLOTb-qsAjQ,4.5,63,2,2.5,1,2.0,65,4.369230769230769,1.446153846153846,1.6666666666666667,1,9,0,0,0,0,0,1
D2zdlEHEO5aG-gUbIt_qTQ,3.0,264,2,2.5,1,2.0,271,3.129151291512915,1.4575645756457565,1.6666666666666667,1,22,0,0,0,0,0,0
0-CQlqMMOrwMhy4EgW4tfw,2.5,60,2,2.5,1,1.0,61,2.4098360655737703,2.1475409836065573,1.6666666666666667,1,10,0,0,0,0,0,0
dFTaHC6bn2mdYdGLUkdq1g,4.5,36,4,4.5,1,4.0,37,4.324324324324325,2.1621621621621623,1.6666666666666667,1,10,0,0,0,0,1,1
2_3Sx_XI2SbNYbIolKJq_Q,3.5,70,2,2.5,1,2.0,74,3.3513513513513518,2.3783783783783785,1.6666666666666667,1,15,0,0,0,0,0,0
yYwZWTgSoweD0YNh2p9QRw,2.5,155,2,3.0,1,2.0,164,2.725609756097561,2.8963414634146343,1.6666666666666667,1,28,1,0,0,0,1,0
d59JUaCVMZj-ZEtlWcOKZw,4.5,84,5,5.0,1,1.0,84,4.690476190476191,1.6428571428571428,1.6666666666666667,1,12,0,0,0,0,1,1
TCWnTa69sJ3vGQsdEe3Esw,2.5,317,1,1.5,1,2.0,331,2.785498489425982,1.3685800604229608,1.6666666666666667,1,11,0,0,0,0,0,0
NDdd698xwCrCNAdaFhe-Dg,4.0,71,1,1.5,1,1.0,73,4.164383561643835,4.506849315068493,1.6666666666666667,1,13,0,0,0,0,0,1
oL04D1GI6yVQcFp2yxsf_w,2.5,43,2,2.0,1,2.0,47,2.6595744680851063,1.3829787234042554,1.6666666666666667,1,2,0,0,0,0,0,0
8ynnZAfsIHltv72hiM-rlA,2.5,122,2,3.0,1,2.0,124,2.4516129032258065,1.8064516129032255,1.6666666666666667,1,33,4,0,0,0,1,0
xN-ioR8KzrEcha9G9pV7lA,4.0,16,2,3.0,1,,17,4.117647058823529,2.3529411764705883,1.6666666666666667,1,6,0,0,0,3,1,1
bjtNYzlHpZeQ07q7XjTDNw,3.5,60,2,2.5,1,2.0,65,3.707692307692308,1.6153846153846154,1.6666666666666667,1,8,0,0,0,0,0,0
lqMOJ_cVSvVU-lferJVPLg,4.5,94,2,4.0,1,2.0,102,4.431372549019608,0.9215686274509804,1.6666666666666667,1,21,5,0,1,0,1,1
7PVFGTeOP2LW8_m8Z1VV7A,4.5,11,2,2.0,1,2.0,11,4.454545454545454,5.727272727272728,1.6666666666666667,1,1,0,0,0,0,0,1
FJgyRtknHwfQLLMFl5G86A,3.5,25,2,3.0,1,2.0,27,3.5185185185185186,1.3333333333333333,1.6666666666666667,1,3,1,0,0,0,1,0
SjCxvaC-OZLnOqAqHTXG_Q,3.5,110,1,1.5,1,2.0,112,3.5982142857142856,1.3928571428571428,1.6666666666666667,1,15,0,0,0,0,0,0
s8QzR2lTbRhhKs-2kb4ggw,4.0,17,2,2.5,1,,17,4.0588235294117645,2.117647058823529,1.6666666666666667,1,8,0,0,0,0,0,1
hHzEcKjFN9gBFs5bAXbq1Q,4.5,98,2,2.0,1,1.0,100,4.37,1.7,1.6666666666666667,1,5,0,0,0,0,0,1
NNZ4Zjir0S101ltpfgaI1w,3.5,103,2,2.5,1,2.0,108,3.3703703703703702,1.0555555555555556,1.6666666666666667,1,25,0,0,0,0,0,0
n2976VTltvlSwENZxYJoNQ,3.5,15,2,2.5,1,1.0,15,3.733333333333333,2.533333333333333,1.6666666666666667,1,6,0,0,0,0,0,0
kLmnhqQuymX3hwtZUKIJVA,4.5,23,2,2.5,1,2.0,26,4.384615384615385,1.5384615384615383,1.6666666666666667,1,9,0,0,0,0,0,1
BseHdXex5Od2Or_TyUIoWQ,4.0,13,3,3.0,1,2.0,13,3.8461538461538463,5.230769230769231,1.6666666666666667,1,0,0,0,0,0,1,0
fZfFqPlv-BU0uQISzlZ3tg,4.0,21,2,2.0,1,2.0,22,3.909090909090909,3.136363636363636,1.6666666666666667,1,3,0,0,0,0,0,0
n57e-5iUyrAmwZMlKSPsZQ,2.0,20,2,2.0,1,1.0,20,2.1,0.8,1.6666666666666667,1,0,0,0,0,0,0,0
9sXtkZy1IumKBl31eM8Ijw,4.0,319,2,2.5,1,2.0,337,4.109792284866469,1.026706231454006,1.6666666666666667,1,11,0,0,0,0,0,1
OxQK9EMUXqynT7dbWAP9wA,4.0,242,2,4.0,1,2.0,249,4.096385542168675,2.8313253012048194,1.6666666666666667,1,22,2,0,1,0,1,1
W2lUpe5OhvgdMvmWlis3yQ,4.5,62,3,4.0,1,1.0,65,4.323076923076923,1.8615384615384616,1.6666666666666667,1,19,1,0,0,0,1,1
ZDg4siM2zLF4Rt8ZTqR8BA,4.0,51,1,1.0,1,1.0,52,4.25,2.423076923076923,1.6666666666666667,1,5,0,0,0,0,0,1
CAQFxeImeXVWnlBL4BzZwQ,4.0,64,2,2.0,1,2.0,65,4.076923076923077,1.1692307692307693,1.6666666666666667,1,4,0,0,0,0,0,1
emrUsUZvqCkytUu4i3kjLw,5.0,225,2,2.5,1,1.0,231,4.766233766233766,1.3333333333333333,1.6666666666666667,1,14,0,0,0,0,0,1
r43DrfYAbAgifsYyNkljZw,2.5,99,2,2.5,1,2.0,103,2.718446601941748,0.9902912621359224,1.6666666666666667,1,8,0,0,0,0,0,0
LWbj99tJolTxhzIbXWQOaA,4.0,494,3,5.0,1,2.0,520,3.9134615384615374,1.859615384615385,1.6666666666666667,1,28,6,0,2,0,1,0
ycbmvmBYk4w_ZmdrPL0tBQ,4.0,362,1,1.5,1,2.0,373,3.96514745308311,1.6890080428954424,1.6666666666666667,1,12,0,0,0,0,0,0
4SRl5od0lY33oK1GMbA23A,4.0,1559,3,4.0,1,3.0,1593,3.929692404268676,1.4745762711864407,1.6666666666666667,1,24,1,0,0,0,1,0
lX-H5mJYzs9i8UsPghlvCQ,3.0,41,1,1.0,1,1.0,43,3.13953488372093,3.2790697674418605,1.6666666666666667,1,5,0,0,0,0,0,0
pKhxmJ2tKwMKUtisimqgPA,3.0,18,2,2.0,1,2.0,18,3.1666666666666665,1.4444444444444444,1.6666666666666667,1,2,0,0,0,0,0,0
mnyk_gnb60vFB2o6Y8c2Gw,4.0,87,1,1.5,1,2.0,94,3.904255319148936,1.4148936170212767,1.6666666666666667,1,8,0,0,0,0,0,0
5KV72HrGjraMn9w5_FugDw,4.0,297,3,4.0,1,3.0,307,3.8599348534201954,0.9413680781758956,1.6666666666666667,1,15,0,0,0,1,1,0
t5sIW5l42Qz0WFXdHMYoDw,3.5,19,2,2.0,1,,19,3.3157894736842106,1.3157894736842106,1.6666666666666667,1,0,0,0,0,0,0,0
LLZWooDNqOh_wz-6EL_lqQ,4.0,54,2,2.5,1,1.0,56,4.196428571428571,2.3392857142857144,1.6666666666666667,1,14,0,0,0,0,0,1
Ro1I-E9gwe3t67_jz2cMkA,3.5,150,2,2.5,1,2.0,158,3.6582278481012658,1.9873417721518989,1.6666666666666667,1,18,0,0,0,0,0,0
xmCfcKUZ8z_zoOkIIyuRvw,4.0,59,2,2.0,1,2.0,63,4.047619047619048,0.746031746031746,1.6666666666666667,1,3,0,0,0,0,0,1
m1sOcBwZNfAT2aHXgHFFtQ,3.0,54,2,2.0,1,1.0,57,2.929824561403509,1.3859649122807018,1.6666666666666667,1,4,0,0,0,0,0,0
5Y4HAjtn0c0TY0aX4XME6w,3.0,105,2,3.0,1,2.0,114,3.201754385964912,1.5964912280701755,1.6666666666666667,1,15,1,0,0,0,1,0
G8qUUwXPhmQABBIbpbV47A,4.0,124,3,5.0,1,,128,4.1015625,1.6875,1.6666666666666667,1,18,1,0,1,1,1,1
om9K3nwOB7B-bBP8rAP-PQ,5.0,42,3,3.0,1,,43,4.883720930232558,1.8837209302325584,1.6666666666666667,1,3,0,0,0,0,1,1
YuYvesXrRf1PSp37a5IwUw,3.5,226,3,3.5,1,2.0,232,3.581896551724138,1.5775862068965518,1.6666666666666667,1,22,0,0,0,0,1,0
KXhGiQxa5ciSs4ej5tYuEA,4.0,10,2,2.0,1,,10,4.1,2.6,1.6666666666666667,1,0,0,0,0,0,0,1
0c28ysQJ_M1fVToTFV-FWQ,4.0,44,2,2.5,1,2.0,44,4.0227272727272725,5.613636363636363,1.6666666666666667,1,7,0,0,0,0,0,1
1CcGm-DnoDQKx1Myi3ABQg,4.0,40,1,1.5,1,1.0,43,3.930232558139535,1.6511627906976745,1.6666666666666667,1,8,0,0,0,0,0,0
VQlum4cEfkbbmd6RFgjtrA,4.5,688,3,3.5,1,2.0,721,4.327323162274618,2.0249653259362,1.6666666666666667,1,19,0,0,0,0,1,1
DPuqzUvfhF55G7wlcSfiZg,4.0,45,1,1.0,1,1.0,48,3.8958333333333335,1.5208333333333333,1.6666666666666667,1,5,0,0,0,0,0,0
sZKvFFf2j3Nr3O6Uie2ESQ,4.0,64,2,3.0,1,2.0,68,3.823529411764706,0.7058823529411765,1.6666666666666667,1,13,1,0,0,0,1,0
bjqW95lP4MAMOgFn5EyGDA,4.0,84,2,2.5,1,2.0,95,3.863157894736842,1.0,1.6666666666666667,1,16,0,0,0,0,0,0
XSuO2E30ArnrjH9jquaK5Q,4.0,585,3,3.5,1,2.0,607,4.209225700164745,1.1762767710049424,1.6666666666666667,1,29,0,0,0,0,1,1
bpEiVcivZFHixcDGKXQQJA,4.0,34,1,1.0,1,1.0,34,3.764705882352941,2.0588235294117645,1.6666666666666667,1,5,0,0,0,0,0,0
b8EjtNcEKDbR1ATUaKO7WA,4.5,62,1,1.5,1,2.0,64,4.484375,1.1875,1.6666666666666667,1,9,0,0,0,0,0,1
_JPXoG7ylTZvfg0D87l3Uw,3.5,87,5,5.0,1,3.0,88,3.284090909090909,1.9545454545454544,1.6666666666666667,1,8,0,0,0,0,1,0
mbglgx3nbRRPKxh0SxDjNQ,4.5,202,3,5.0,1,1.0,207,4.260869565217392,1.7294685990338163,1.6666666666666667,1,27,7,0,7,0,1,1
-amp8lR3HxCw38XatBFT6Q,2.5,111,2,2.0,1,2.0,121,2.4214876033057853,1.0826446280991735,1.6666666666666667,1,5,0,0,0,0,0,0
wDwj5L0PrYRoBXqZ0HcPiA,2.5,21,2,2.0,1,1.0,21,2.4285714285714284,0.7619047619047619,1.6666666666666667,1,5,0,0,0,0,0,0
UM6XgOtTX4DWWcGDTWtjEg,4.0,153,1,2.5,1,1.0,156,4.0,4.987179487179487,1.6666666666666667,1,20,0,0,1,0,0,1
-aOD9iyZtkR9NS1l_-SJGg,3.0,42,1,1.0,1,1.0,43,3.2093023255813957,1.0930232558139534,1.6666666666666667,1,1,0,0,0,0,0,0
3GZ93AuxWsKwhhHEeTSfPw,3.5,67,2,2.5,1,2.0,70,3.414285714285714,0.7428571428571429,1.6666666666666667,1,9,0,0,0,0,0,0
XHz5zlt4SDYr64aLDBx6Vg,3.5,96,2,2.0,1,2.0,101,3.287128712871287,1.1584158415841583,1.6666666666666667,1,5,0,0,0,0,0,0
qD6EoM0lbEA-0tfPTO9qpw,4.0,28,3,3.5,1,,28,4.107142857142857,1.6428571428571428,1.6666666666666667,1,6,0,0,0,0,1,1
peeXG1Ra-DClPQv14jvKvg,3.5,246,1,2.5,1,2.0,257,3.513618677042801,1.1245136186770428,1.6666666666666667,1,15,0,0,1,0,0,0
bwgK5d9oT2sUcvyBOsTREQ,4.5,224,3,3.5,1,2.0,231,4.623376623376624,2.095238095238096,1.6666666666666667,1,41,0,0,0,0,1,1
Y6bKMtyK02vhA5doR_z7qA,5.0,83,3,3.0,1,,87,4.758620689655173,1.4022988505747127,1.6666666666666667,1,22,1,1,0,0,1,1
UCr5X7irQJ7O-Ouc_zPs2g,3.0,134,1,1.5,1,1.0,143,3.111888111888112,1.4335664335664335,1.6666666666666667,1,6,0,0,0,0,0,0
k67rl4w58GIvmbTMnhTLaA,4.0,507,2,3.0,1,2.0,533,3.803001876172608,1.151969981238274,1.6666666666666667,1,53,1,0,0,0,1,0
Rf-p0k0HpqtD7L4YBfWjPQ,5.0,55,2,2.5,1,1.0,57,4.789473684210527,4.824561403508772,1.6666666666666667,1,17,0,0,0,0,0,1
mBMYc93SsW-o5QuG6AqQcA,2.5,17,2,2.0,1,1.0,17,2.588235294117647,4.705882352941177,1.6666666666666667,1,0,0,0,0,0,0,0
1fAjzRgAt9GvbYanfJw5Mw,3.0,29,2,2.0,1,2.0,31,3.0,6.161290322580645,1.6666666666666667,1,5,0,0,0,0,0,0
752Becp_N540bAi32fZ4wQ,3.5,59,2,3.5,1,2.0,61,3.295081967213114,1.901639344262295,1.6666666666666667,1,17,0,0,1,0,1,0
tSKcrTB3F0ZZv-eSR0d34Q,4.0,45,1,1.5,1,2.0,46,3.804347826086957,2.9347826086956523,1.6666666666666667,1,11,0,0,0,0,0,0
tM-ObyoUno83kylE283iXw,4.5,299,2,4.0,1,2.0,302,4.374172185430464,1.1026490066225163,1.6666666666666667,1,37,3,0,3,0,1,1
5wZSBLjLt7mSU2j5PMcAHw,2.0,28,2,3.0,1,1.0,29,1.9655172413793105,0.5517241379310345,1.6666666666666667,1,3,0,0,1,0,1,0
yyqf-PXRLrU0EM0DfnTPeA,3.5,92,2,2.5,1,2.0,95,3.694736842105263,1.263157894736842,1.6666666666666667,1,6,0,0,0,0,0,0
am__wpwrarKhUcuZdmzTzA,2.5,16,2,2.0,1,2.0,16,2.6875,0.8125,1.6666666666666667,1,2,0,0,0,0,0,0
uk6SlpUiJb-XV9EX0bAzLA,4.0,87,2,2.5,1,1.0,93,3.774193548387097,0.8279569892473119,1.6666666666666667,1,22,0,0,0,0,0,0
KAOkwAdXQ556P_p828BprQ,4.5,99,3,4.0,1,2.0,101,4.396039603960396,4.643564356435643,1.6666666666666667,1,13,1,0,0,0,1,1
Mz2ojdB5s1xW_tILMLXEDg,3.0,174,1,1.5,1,2.0,180,2.922222222222222,1.1888888888888889,1.6666666666666667,1,22,0,0,0,0,0,0
bSKXUH3M69T5FWPCP4qb4A,3.5,79,3,3.5,1,1.0,80,3.5,3.475,1.6666666666666667,1,21,0,0,0,0,1,0
0mkWBczOhKj1QUkQvG86lQ,2.0,58,2,2.0,1,1.0,58,1.793103448275862,0.896551724137931,1.6666666666666667,1,3,0,0,0,0,0,0
9ciPosnitacu4xSVSz03mw,3.0,71,2,3.0,1,2.0,73,2.835616438356164,1.082191780821918,1.6666666666666667,1,14,1,0,0,0,1,0
E6zJY7E7TUxBiOcCDprAmA,3.5,16,2,2.0,1,1.0,16,3.375,0.5625,1.6666666666666667,1,2,0,0,0,0,0,0
d8aSWehBh1Q-bc0idLkAAw,4.0,40,2,4.0,1,2.0,42,3.928571428571429,2.4285714285714284,1.6666666666666667,1,8,1,0,1,0,1,0
PbunaXxpRE8sXGkKn5FFYw,4.5,224,3,3.5,1,1.0,230,4.378260869565217,3.730434782608696,1.6666666666666667,1,29,0,0,0,0,1,1
t2VUJzydog1DPBxlEcfQ-Q,4.5,13,2,2.0,1,1.0,13,4.307692307692308,0.9230769230769232,1.6666666666666667,1,1,0,0,0,0,0,1
JG98smIWipytmzzvo4lBTw,2.5,18,2,2.0,1,1.0,19,2.421052631578948,1.0,1.6666666666666667,1,1,0,0,0,0,0,0
wjQvqbjFrAIIzDUzCcGEDg,4.5,12,2,2.0,1,1.0,12,4.5,5.75,1.6666666666666667,1,3,0,0,0,0,0,1
wPi7p5fZyGTOjDU28IlTqA,3.0,325,1,1.5,1,2.0,334,3.0778443113772456,4.407185628742515,1.6666666666666667,1,25,0,0,0,0,0,0
7hRaOnXRRS8q620F6G4C7Q,3.5,220,2,2.5,1,2.0,234,3.713675213675214,1.2222222222222223,1.6666666666666667,1,20,0,0,0,0,0,0
oKvzmVhA1dKf-UARX4EpzQ,2.5,60,2,2.5,1,1.0,62,2.7096774193548385,2.0,1.6666666666666667,1,12,0,0,0,0,0,0
dpiaAGgEMm9Lf8dbx0yEJQ,4.0,314,1,2.0,1,2.0,333,4.105105105105105,3.2372372372372373,1.6666666666666667,1,18,1,0,0,0,0,1
CPdzdO7YuxFSUOWYhqthOA,2.0,17,2,2.0,1,1.0,18,2.055555555555556,0.7222222222222222,1.6666666666666667,1,0,0,0,0,0,0,0
Vv5Fxre786NpKFR_3OduKw,4.5,125,3,3.5,1,2.0,130,4.415384615384616,0.5461538461538461,1.6666666666666667,1,23,0,0,0,0,1,1
oCKTM-7LazLVwptMkNNdZQ,5.0,21,2,4.0,1,2.0,21,4.761904761904762,5.714285714285714,1.6666666666666667,1,6,1,0,1,0,1,1
kBix8suuT2mbFnmVaiAD2Q,3.5,354,1,1.5,1,2.0,375,3.533333333333333,1.8,1.6666666666666667,1,20,0,0,0,0,0,0
y0QsaS-8-2Jm2x1IIAaqhA,3.5,46,2,2.0,1,2.0,47,3.638297872340425,1.3617021276595744,1.6666666666666667,1,5,0,0,0,0,0,0
3ckr3dOeYW1m1yXsNwesrg,3.5,162,2,2.5,1,2.0,167,3.586826347305389,1.221556886227545,1.6666666666666667,1,22,0,0,0,0,0,0
4Hyfm0Ly3yo96RJTVShTIA,3.5,209,2,2.5,1,2.0,216,3.712962962962963,1.2037037037037035,1.6666666666666667,1,9,0,0,0,0,0,0
Np1i-c9ZhFfiXTVPTShGEQ,4.5,87,2,2.5,1,1.0,93,4.279569892473118,0.989247311827957,1.6666666666666667,1,26,0,0,0,0,0,1
Ij3NJ6phJU9NXtbu7PKguA,2.5,34,2,2.5,1,1.0,34,2.4411764705882355,1.7058823529411764,1.6666666666666667,1,6,0,0,0,0,0,0
htO_nlxkEsYHzDrtbiUxew,4.0,614,1,1.5,1,1.0,634,4.140378548895899,1.9337539432176656,1.6666666666666667,1,18,0,0,0,0,0,1
gVPEtTnLDLaSGyPHXikmWA,2.5,42,3,3.0,1,1.0,45,2.7333333333333334,2.088888888888889,1.6666666666666667,1,3,0,0,0,0,1,0
fgTOJRkc703E4XRdcr5zRA,3.5,182,2,3.0,1,1.0,198,3.580808080808081,8.474747474747474,1.6666666666666667,1,19,1,0,0,0,1,0
GoUSZEWLycD1fIYthTMylQ,3.5,66,1,1.5,1,2.0,68,3.7058823529411766,2.485294117647059,1.6666666666666667,1,6,0,0,0,0,0,0
-FM4CxOg4XXmX_Ebky_SiQ,4.0,1405,5,5.0,1,2.0,1434,4.204323570432357,1.794281729428173,1.6666666666666667,1,19,0,0,1,4,1,1
dqERP7fUSqbSdeM2llR4rg,2.5,23,2,2.0,1,1.0,23,2.739130434782609,0.6086956521739131,1.6666666666666667,1,0,0,0,0,0,0,0
JcKs_dbG0SD6GkZiHizl5Q,3.0,27,2,2.0,1,2.0,28,2.9285714285714284,0.8571428571428571,1.6666666666666667,1,3,0,0,0,0,0,0
cCIipUy2DdUS47MawgjMAw,3.5,21,2,1.0,1,1.0,21,3.6666666666666665,1.238095238095238,1.6666666666666667,1,5,0,1,0,0,0,0
hc0KmC42EzjXbC83eMIDMg,4.5,271,3,3.5,1,2.0,281,4.491103202846976,1.9323843416370108,1.6666666666666667,1,28,0,0,0,0,1,1
6o2p5YMA3V0Dvm713mi2iw,3.0,23,2,2.0,1,1.0,23,3.130434782608696,0.6086956521739131,1.6666666666666667,1,2,0,0,0,0,0,0
ZuwJdk2g6XGRWV94TE50Cg,4.5,156,2,2.5,1,1.0,156,4.487179487179487,2.7564102564102564,1.6666666666666667,1,13,0,0,0,0,0,1
UESw8mPkk0MZQJNDe4ikDQ,4.0,104,1,2.0,1,2.0,111,3.828828828828829,2.054054054054054,1.6666666666666667,1,24,1,0,0,0,0,0
nOdCrgxnVzefnpU1jmhvKQ,3.5,35,2,2.0,1,1.0,36,3.7222222222222223,2.5,1.6666666666666667,1,5,0,0,0,0,0,0
stAPGCcWDJkNWA5u3nqa8Q,4.5,49,1,1.5,1,,51,4.490196078431373,5.921568627450981,1.6666666666666667,1,7,0,0,0,0,0,1
aUw00WukjFdNgJT0j-MIRA,3.5,32,2,2.5,1,1.0,34,3.5294117647058822,1.5,1.6666666666666667,1,6,0,0,0,0,0,0
wkO1a_i1Mzpd-0sbiLa7EA,4.0,56,2,2.5,1,2.0,59,4.016949152542373,0.5932203389830508,1.6666666666666667,1,13,0,0,0,0,0,1
NsAiuECBpHID6rZuGCz26w,3.5,173,1,1.5,1,2.0,178,3.398876404494382,1.1797752808988764,1.6666666666666667,1,26,0,0,0,0,0,0
OcWuxEqm_5gTz7oPSHB6Jw,4.0,24,1,1.0,1,,24,4.125,2.0,1.6666666666666667,1,4,0,0,0,0,0,1
SF_EZGDPq7WayLKNJdIeMQ,3.5,179,2,1.0,1,2.0,183,3.6666666666666665,1.1311475409836065,1.6666666666666667,1,11,0,2,0,0,0,0
jKTWcdyXPw_cGUp9fKqapQ,4.5,347,1,1.5,1,1.0,356,4.525280898876405,1.974719101123596,1.6666666666666667,1,13,0,0,0,0,0,1
gLpp7kjR9Zg6ypG2lRjAYg,4.0,293,1,1.5,1,2.0,314,3.792993630573248,1.2579617834394905,1.6666666666666667,1,14,0,0,0,0,0,0
L4oouFNX5vl8i3Qo8-M7fg,3.5,50,2,2.5,1,2.0,54,3.7222222222222223,0.9629629629629628,1.6666666666666667,1,8,0,0,0,0,0,0
SiXgAgLaLl0uv0VQJ6926w,4.5,154,2,1.0,1,2.0,157,4.630573248407643,1.127388535031847,1.6666666666666667,1,22,0,1,0,0,0,1
fNogR4uIWdpq4DnjhzQYew,4.5,223,2,1.0,1,2.0,227,4.458149779735683,1.0044052863436124,1.6666666666666667,1,19,0,1,0,0,0,1
OqyaD0hEytrcfC_F-ugqMw,4.0,154,1,1.5,1,2.0,159,4.232704402515723,1.779874213836478,1.6666666666666667,1,9,0,0,0,0,0,1
W52Doamn1iD__5dWdohujA,1.5,15,2,2.0,1,1.0,15,1.4666666666666666,1.1333333333333333,1.6666666666666667,1,1,0,0,0,0,0,0
lYloPAiaWJwWgno4SdxD0Q,4.0,132,1,1.5,1,1.0,142,3.725352112676057,1.380281690140845,1.6666666666666667,1,6,0,0,0,0,0,0
XtauQshG2prtVwTuQJB9Qw,4.0,67,2,2.0,1,1.0,71,3.774647887323944,0.6197183098591549,1.6666666666666667,1,5,0,0,0,0,0,0
JEHTItW2YHJ4-2iXTQx1Dw,3.5,13,2,2.0,1,,13,3.615384615384616,0.9230769230769232,1.6666666666666667,1,4,0,0,0,0,0,0
tD9g9w8lGhNzZaSDTIuAOQ,4.5,35,1,1.5,1,1.0,37,4.72972972972973,3.5405405405405403,1.6666666666666667,1,8,0,0,0,0,0,1
rRtVevRah3xYk4nunzzajA,3.5,38,2,2.5,1,2.0,39,3.4615384615384617,3.5384615384615383,1.6666666666666667,1,7,0,0,0,0,0,0
XeV1nTX7dVug-cdxQ23TeQ,4.5,94,2,2.5,1,2.0,101,4.702970297029703,2.594059405940594,1.6666666666666667,1,8,0,0,0,0,0,1
O4grjToHwGSIlbSHjQ1dQQ,3.5,122,3,3.5,1,2.0,128,3.515625,1.75,1.6666666666666667,1,20,0,0,0,0,1,0
dHpHptXgn1gpuxr_4DrMYQ,4.0,274,1,2.5,1,2.0,286,3.9825174825174825,0.993006993006993,1.6666666666666667,1,14,0,0,1,0,0,0
RdwDvJQBFZIoLexSu--OHw,2.5,40,2,2.0,1,2.0,43,2.6744186046511627,0.9534883720930232,1.6666666666666667,1,1,0,0,0,0,0,0
5uoRXyHxs6nH_ORItDCoaQ,3.5,62,2,2.5,1,2.0,62,3.5,1.1935483870967742,1.6666666666666667,1,8,0,0,0,0,0,0
scoHdh0XDA_W7xAZW3zAKQ,4.5,33,2,2.0,1,2.0,33,4.363636363636363,3.121212121212121,1.6666666666666667,1,4,0,0,0,0,0,1
xT41eqUSsM_MDE1Vjhq20A,4.5,306,3,3.5,1,2.0,319,4.401253918495298,1.3448275862068966,1.6666666666666667,1,18,0,0,0,0,1,1
sfwMByVwbb69zhw4xzXzgA,4.5,64,2,2.5,1,2.0,64,4.4375,1.484375,1.6666666666666667,1,21,0,0,0,0,0,1
0U73_v6TeWCKdiVIXM5hcQ,4.0,80,2,3.0,1,2.0,87,3.9080459770114944,1.2183908045977012,1.6666666666666667,1,18,1,0,0,0,1,0
Q4_uwzXOKX5jv1I6SBR9ig,3.5,184,3,4.0,1,3.0,191,3.43979057591623,2.3717277486910997,1.6666666666666667,1,45,0,0,0,14,1,0
u86rWYwiqTDk-c17qorF6w,1.5,28,2,2.0,1,,29,1.6206896551724137,0.7241379310344828,1.6666666666666667,1,2,0,0,0,0,0,0
cm14yAnumhSNxG-bwS_POA,4.5,14,2,2.0,1,1.0,15,4.466666666666667,1.4,1.6666666666666667,1,4,0,0,0,0,0,1
GTLgSHSSZOde4ZUrp0mC0A,4.0,221,2,3.0,1,1.0,239,3.845188284518828,1.1380753138075317,1.6666666666666667,1,13,2,0,0,0,1,0
FYOPKSHyRVYwqjNayJdIPA,3.5,33,2,2.5,1,1.0,40,3.5,1.75,1.6666666666666667,1,7,0,0,0,0,0,0
uJITgt5t7j-KpDChsXPV5w,3.0,33,3,3.0,1,2.0,36,2.888888888888889,1.4166666666666667,1.6666666666666667,1,5,0,0,0,0,1,0
MCNO7rSHfFj4tllpFkMwSA,3.0,11,2,2.0,1,1.0,13,2.5384615384615383,0.6153846153846154,1.6666666666666667,1,3,0,0,0,0,0,0
F3bzaJzhvsWPD3JQYSqrwQ,3.5,129,2,2.5,1,1.0,130,3.692307692307693,0.7076923076923077,1.6666666666666667,1,18,0,0,0,0,0,0
Fft5hj-CTvdk6enKdQpDzw,3.5,94,2,2.5,1,2.0,98,3.693877551020408,1.0,1.6666666666666667,1,10,0,0,0,0,0,0
t6J_OEoQEVqmC3TBZNZRpQ,3.5,16,2,2.0,1,2.0,16,3.6875,5.8125,1.6666666666666667,1,1,0,0,0,0,0,0
KKOzlmPaACF7TmQ-Q3NAqA,4.0,14,2,2.0,1,2.0,15,4.133333333333334,2.1333333333333333,1.6666666666666667,1,2,0,0,0,0,0,1
j5siJykDq7GWzgSdpOjhdw,4.0,432,2,1.5,1,2.0,441,4.242630385487528,1.81859410430839,1.6666666666666667,1,45,0,1,0,12,0,1
AwmsqV6rXxBf8ycphKzQnA,3.5,327,2,2.5,1,2.0,347,3.4207492795389047,1.4726224783861672,1.6666666666666667,1,48,0,0,0,0,0,0
hQEiHNZWpqCsbQ0sKCodSg,2.5,43,2,2.0,1,1.0,44,2.636363636363636,0.7954545454545454,1.6666666666666667,1,4,0,0,0,0,0,0
